BeachId,Region,Council,Site,Longitude,Latitude,Date,Enterococci (cfu/100ml)
74.8,Sydney Harbour,Inner West Council,Callan Park Seawall,151.159306,-33.862333,26/04/2021,23
74.8,Sydney Harbour,Inner West Council,Callan Park Seawall,151.159306,-33.862333,13/05/2021,
74.8,Sydney Harbour,Inner West Council,Callan Park Seawall,151.159306,-33.862333,13/07/2021,8
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,13/07/2021,1
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,26/04/2021,0
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,20/09/2021,6
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,10/11/2021,4
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,04/11/2021,2
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,09/06/2021,8
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,08/10/2021,3
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,29/10/2021,3
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,26/10/2021,4
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,20/10/2021,0
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,26/11/2021,320
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,20/04/2021,1
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,13/05/2021,0
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,22/11/2021,10
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,03/12/2021,0
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,26/08/2021,88
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,14/10/2021,6
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,16/11/2021,0
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,14/01/2021,20
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,29/12/2021,23
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,18/02/2021,27
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,12/02/2021,0
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,02/02/2021,24
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,08/03/2021,2
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,02/03/2021,1
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,12/03/2021,0
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,19/03/2021,250
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,15/12/2021,0
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,09/12/2021,240
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,22/12/2021,0
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,18/01/2021,2
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,27/01/2021,1
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,25/02/2021,15
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,08/02/2021,8
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,31/03/2021,20
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,24/03/2021,22
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,14/04/2021,4
77,Sydney Harbour,Inner West Council,Dawn Fraser Pool,151.17306,-33.85315,08/04/2021,28
83,Sydney Harbour,Lane Cove Council,Greenwich Baths,151.1829,-33.84176,08/04/2021,20
83,Sydney Harbour,Lane Cove Council,Greenwich Baths,151.1829,-33.84176,24/03/2021,21
83,Sydney Harbour,Lane Cove Council,Greenwich Baths,151.1829,-33.84176,31/03/2021,6
83,Sydney Harbour,Lane Cove Council,Greenwich Baths,151.1829,-33.84176,14/04/2021,1
83,Sydney Harbour,Lane Cove Council,Greenwich Baths,151.1829,-33.84176,20/04/2021,0
83,Sydney Harbour,Lane Cove Council,Greenwich Baths,151.1829,-33.84176,18/02/2021,4
83,Sydney Harbour,Lane Cove Council,Greenwich Baths,151.1829,-33.84176,12/03/2021,1
83,Sydney Harbour,Lane Cove Council,Greenwich Baths,151.1829,-33.84176,02/03/2021,15
83,Sydney Harbour,Lane Cove Council,Greenwich Baths,151.1829,-33.84176,27/01/2021,0
83,Sydney Harbour,Lane Cove Council,Greenwich Baths,151.1829,-33.84176,02/02/2021,15
83,Sydney Harbour,Lane Cove Council,Greenwich Baths,151.1829,-33.84176,29/12/2021,6
83,Sydney Harbour,Lane Cove Council,Greenwich Baths,151.1829,-33.84176,15/12/2021,1
83,Sydney Harbour,Lane Cove Council,Greenwich Baths,151.1829,-33.84176,09/12/2021,23
83,Sydney Harbour,Lane Cove Council,Greenwich Baths,151.1829,-33.84176,19/03/2021,150
83,Sydney Harbour,Lane Cove Council,Greenwich Baths,151.1829,-33.84176,08/03/2021,0
83,Sydney Harbour,Lane Cove Council,Greenwich Baths,151.1829,-33.84176,25/02/2021,280
