BeachId,Region,Council,Site,Longitude,Latitude,Date,Enterococci (cfu/100ml)
74,Sydney Harbour,City of Canada Bay Council,Cabarita Beach,151.11852,-33.84187,18/01/2022,38
74,Sydney Harbour,City of Canada Bay Council,Cabarita Beach,151.11852,-33.84187,24/01/2022,7
74,Sydney Harbour,City of Canada Bay Council,Cabarita Beach,151.11852,-33.84187,04/02/2022,7
74,Sydney Harbour,City of Canada Bay Council,Cabarita Beach,151.11852,-33.84187,06/01/2022,80
74,Sydney Harbour,City of Canada Bay Council,Cabarita Beach,151.11852,-33.84187,12/01/2022,3
74,Sydney Harbour,City of Canada Bay Council,Cabarita Beach,151.11852,-33.84187,16/02/2022,48
74,Sydney Harbour,City of Canada Bay Council,Cabarita Beach,151.11852,-33.84187,22/02/2022,16
74,Sydney Harbour,City of Canada Bay Council,Cabarita Beach,151.11852,-33.84187,10/02/2022,6
74,Sydney Harbour,City of Canada Bay Council,Cabarita Beach,151.11852,-33.84187,17/03/2022,25
74,Sydney Harbour,City of Canada Bay Council,Cabarita Beach,151.11852,-33.84187,23/03/2022,10
74,Sydney Harbour,City of Canada Bay Council,Cabarita Beach,151.11852,-33.84187,07/04/2022,77
74,Sydney Harbour,City of Canada Bay Council,Cabarita Beach,151.11852,-33.84187,14/04/2022,13
74,Sydney Harbour,City of Canada Bay Council,Cabarita Beach,151.11852,-33.84187,07/03/2022,4900
74,Sydney Harbour,City of Canada Bay Council,Cabarita Beach,151.11852,-33.84187,31/03/2022,0
74,Sydney Harbour,City of Canada Bay Council,Cabarita Beach,151.11852,-33.84187,04/04/2022,15
74.1,Sydney Harbour,City of Canada Bay Council,Chiswick Baths,151.14295,-33.847206,14/04/2022,10
74.1,Sydney Harbour,City of Canada Bay Council,Chiswick Baths,151.14295,-33.847206,31/03/2022,32
74.1,Sydney Harbour,City of Canada Bay Council,Chiswick Baths,151.14295,-33.847206,04/04/2022,0
74.1,Sydney Harbour,City of Canada Bay Council,Chiswick Baths,151.14295,-33.847206,23/03/2022,16
74.1,Sydney Harbour,City of Canada Bay Council,Chiswick Baths,151.14295,-33.847206,17/03/2022,46
74.1,Sydney Harbour,City of Canada Bay Council,Chiswick Baths,151.14295,-33.847206,10/02/2022,4
